id,Course,Year,NumClasses,FirstTimePref,SecondTimePref,ThirdTimePref
8698,CMSC 99999,3,8,Evening,Morning,Afternoon
8699,CMSC 99999,3,2,Morning,Evening,Afternoon
8700,CMSC 99999,2,3,Afternoon,Evening,Morning
8701,CMSC 99999,2,4,Morning,Evening,Afternoon
8702,CMSC 99999,2,5,Morning,Evening,Afternoon
8703,CMSC 99999,3,11,Afternoon,Morning,Evening
8704,CMSC 99999,1,3,Morning,Afternoon,Evening
8705,CMSC 99999,2,9,Afternoon,Morning,Evening
8706,CMSC 99999,3,8,Morning,Evening,Afternoon
8707,CMSC 99999,1,4,Afternoon,Evening,Morning
8708,CMSC 99999,2,2,Afternoon,Evening,Morning
8709,CMSC 99999,2,9,Afternoon,Evening,Morning
8710,CMSC 99999,2,8,Evening,Morning,Afternoon
8711,CMSC 99999,4,3,Morning,Evening,Afternoon
8712,CMSC 99999,4,3,Afternoon,Evening,Morning
8713,CMSC 99999,4,11,Evening,Morning,Afternoon
8714,CMSC 99999,3,10,Morning,Evening,Afternoon
8715,CMSC 99999,3,12,Afternoon,Evening,Morning
8716,CMSC 99999,1,4,Morning,Afternoon,Evening
8717,CMSC 99999,3,2,Evening,Morning,Afternoon
8718,CMSC 99999,1,3,Evening,Afternoon,Morning
8719,CMSC 99999,2,3,Evening,Morning,Afternoon
8720,CMSC 99999,3,11,Morning,Evening,Afternoon
8721,CMSC 99999,3,5,Morning,Evening,Afternoon
8722,CMSC 99999,1,4,Morning,Evening,Afternoon
8723,CMSC 99999,2,1,Morning,Afternoon,Evening
8724,CMSC 99999,4,4,Afternoon,Evening,Morning
8725,CMSC 99999,2,2,Afternoon,Morning,Evening
8726,CMSC 99999,1,2,Morning,Afternoon,Evening
8727,CMSC 99999,1,3,Afternoon,Evening,Morning
8728,CMSC 99999,1,4,Morning,Evening,Afternoon
8729,CMSC 99999,1,4,Afternoon,Evening,Morning
8730,CMSC 99999,3,6,Morning,Afternoon,Evening
8731,CMSC 99999,3,4,Afternoon,Evening,Morning
8732,CMSC 99999,3,9,Afternoon,Morning,Evening
8733,CMSC 99999,2,6,Afternoon,Morning,Evening
8734,CMSC 99999,2,1,Morning,Afternoon,Evening
8735,CMSC 99999,4,14,Afternoon,Evening,Morning
8736,CMSC 99999,2,7,Evening,Morning,Afternoon
8737,CMSC 99999,2,8,Afternoon,Evening,Morning
8738,CMSC 99999,2,2,Morning,Evening,Afternoon
8739,CMSC 99999,2,5,Afternoon,Morning,Evening
8740,CMSC 99999,2,1,Evening,Morning,Afternoon
8741,CMSC 99999,4,11,Evening,Morning,Afternoon
8742,CMSC 99999,2,10,Afternoon,Evening,Morning
8743,CMSC 99999,1,4,Evening,Afternoon,Morning
8744,CMSC 99999,4,13,Evening,Morning,Afternoon
8745,CMSC 99999,4,3,Afternoon,Morning,Evening
8746,CMSC 99999,3,8,Evening,Morning,Afternoon
8747,CMSC 99999,2,1,Evening,Morning,Afternoon
8748,CMSC 99999,1,2,Evening,Afternoon,Morning
8749,CMSC 99999,4,2,Afternoon,Evening,Morning
8750,CMSC 99999,2,8,Evening,Morning,Afternoon
8751,CMSC 99999,2,9,Evening,Afternoon,Morning
8752,CMSC 99999,2,9,Afternoon,Morning,Evening
8753,CMSC 99999,3,5,Morning,Evening,Afternoon
8754,CMSC 99999,4,14,Morning,Afternoon,Evening
8755,CMSC 99999,3,1,Evening,Morning,Afternoon
8756,CMSC 99999,3,11,Evening,Afternoon,Morning
8757,CMSC 99999,3,7,Morning,Evening,Afternoon
8758,CMSC 99999,2,10,Morning,Evening,Afternoon
8759,CMSC 99999,3,3,Morning,Evening,Afternoon
8760,CMSC 99999,4,3,Morning,Afternoon,Evening
8761,CMSC 99999,3,6,Afternoon,Morning,Evening
8762,CMSC 99999,1,4,Afternoon,Morning,Evening
8763,CMSC 99999,4,4,Evening,Morning,Afternoon
8764,CMSC 99999,1,4,Morning,Afternoon,Evening
8765,CMSC 99999,1,3,Morning,Evening,Afternoon
8766,CMSC 99999,2,4,Evening,Morning,Afternoon
8767,CMSC 99999,3,5,Evening,Morning,Afternoon
8768,CMSC 99999,4,12,Afternoon,Morning,Evening
8769,CMSC 99999,3,5,Afternoon,Evening,Morning
8770,CMSC 99999,3,2,Evening,Morning,Afternoon
8771,CMSC 99999,4,7,Morning,Afternoon,Evening
8772,CMSC 99999,2,9,Morning,Afternoon,Evening
8773,CMSC 99999,2,3,Afternoon,Evening,Morning
8774,CMSC 99999,3,10,Afternoon,Morning,Evening
8775,CMSC 99999,1,1,Afternoon,Morning,Evening
8776,CMSC 99999,4,1,Evening,Afternoon,Morning
8777,CMSC 99999,4,9,Morning,Evening,Afternoon
8778,CMSC 99999,4,13,Morning,Evening,Afternoon
8779,CMSC 99999,4,2,Morning,Afternoon,Evening
8780,CMSC 99999,3,2,Evening,Afternoon,Morning
8781,CMSC 99999,1,4,Afternoon,Evening,Morning
8782,CMSC 99999,4,10,Evening,Afternoon,Morning
8783,CMSC 99999,1,4,Afternoon,Evening,Morning
8784,CMSC 99999,2,9,Morning,Afternoon,Evening
8785,CMSC 99999,4,11,Morning,Afternoon,Evening
8786,CMSC 99999,4,1,Morning,Evening,Afternoon
8787,CMSC 99999,1,1,Morning,Afternoon,Evening
8788,CMSC 99999,3,1,Morning,Afternoon,Evening
8789,CMSC 99999,3,7,Morning,Afternoon,Evening
8790,CMSC 99999,4,6,Afternoon,Morning,Evening
8791,CMSC 99999,2,4,Afternoon,Morning,Evening
8792,CMSC 99999,4,2,Afternoon,Morning,Evening
8793,CMSC 99999,4,2,Evening,Morning,Afternoon
8794,CMSC 99999,1,3,Afternoon,Evening,Morning
8795,CMSC 99999,1,1,Afternoon,Morning,Evening
8796,CMSC 99999,4,2,Morning,Evening,Afternoon
8797,CMSC 99999,4,6,Evening,Afternoon,Morning
8798,CMSC 99999,2,4,Morning,Evening,Afternoon
8799,CMSC 99999,1,4,Afternoon,Evening,Morning
8800,CMSC 99999,3,7,Afternoon,Evening,Morning
8801,CMSC 99999,3,12,Evening,Morning,Afternoon
8802,CMSC 99999,3,10,Morning,Evening,Afternoon
8803,CMSC 99999,2,4,Morning,Afternoon,Evening
8804,CMSC 99999,3,5,Afternoon,Morning,Evening
8805,CMSC 99999,2,9,Evening,Morning,Afternoon
8806,CMSC 99999,2,6,Afternoon,Morning,Evening
8807,CMSC 99999,2,8,Morning,Evening,Afternoon
8808,CMSC 99999,2,10,Afternoon,Morning,Evening
8809,CMSC 99999,4,3,Afternoon,Evening,Morning
8810,CMSC 99999,1,1,Evening,Afternoon,Morning
8811,CMSC 99999,2,2,Afternoon,Morning,Evening
8812,CMSC 99999,4,3,Afternoon,Morning,Evening
8813,CMSC 99999,4,1,Morning,Afternoon,Evening
8814,CMSC 99999,3,4,Morning,Evening,Afternoon
8815,CMSC 99999,4,11,Evening,Morning,Afternoon
8816,CMSC 99999,1,3,Evening,Afternoon,Morning
8817,CMSC 99999,1,3,Evening,Morning,Afternoon
8818,CMSC 99999,2,7,Morning,Afternoon,Evening
8819,CMSC 99999,2,9,Morning,Afternoon,Evening
8820,CMSC 99999,3,7,Afternoon,Evening,Morning
8821,CMSC 99999,1,4,Evening,Afternoon,Morning
8822,CMSC 99999,3,5,Afternoon,Morning,Evening
8823,CMSC 99999,4,3,Morning,Afternoon,Evening
8824,CMSC 99999,3,1,Evening,Morning,Afternoon
8825,CMSC 99999,3,9,Afternoon,Morning,Evening
8826,CMSC 99999,1,1,Afternoon,Morning,Evening
8827,CMSC 99999,1,4,Evening,Afternoon,Morning
8828,CMSC 99999,3,4,Morning,Afternoon,Evening
8829,CMSC 99999,1,2,Afternoon,Evening,Morning
8830,CMSC 99999,3,11,Morning,Evening,Afternoon
8831,CMSC 99999,1,3,Evening,Afternoon,Morning
8832,CMSC 99999,3,11,Morning,Evening,Afternoon
8833,CMSC 99999,3,10,Afternoon,Evening,Morning
8834,CMSC 99999,4,13,Evening,Morning,Afternoon
8835,CMSC 99999,3,11,Morning,Evening,Afternoon
8836,CMSC 99999,2,6,Morning,Evening,Afternoon
8837,CMSC 99999,4,13,Evening,Afternoon,Morning
8838,CMSC 99999,1,2,Evening,Afternoon,Morning
8839,CMSC 99999,1,4,Evening,Morning,Afternoon
8840,CMSC 99999,3,3,Evening,Afternoon,Morning
8841,CMSC 99999,4,11,Afternoon,Morning,Evening
8842,CMSC 99999,3,8,Morning,Evening,Afternoon
8843,CMSC 99999,4,2,Evening,Afternoon,Morning
8844,CMSC 99999,2,8,Afternoon,Evening,Morning
8845,CMSC 99999,2,3,Morning,Afternoon,Evening
8846,CMSC 99999,3,3,Morning,Evening,Afternoon
8847,CMSC 99999,4,14,Evening,Afternoon,Morning
8848,CMSC 99999,3,12,Afternoon,Evening,Morning
8849,CMSC 99999,3,7,Morning,Evening,Afternoon
8850,CMSC 99999,3,7,Afternoon,Morning,Evening
8851,CMSC 99999,4,8,Afternoon,Morning,Evening
8852,CMSC 99999,1,4,Afternoon,Morning,Evening
8853,CMSC 99999,3,2,Afternoon,Evening,Morning
8854,CMSC 99999,4,2,Morning,Evening,Afternoon
8855,CMSC 99999,1,1,Evening,Morning,Afternoon
8856,CMSC 99999,2,8,Afternoon,Morning,Evening
8857,CMSC 99999,4,6,Morning,Evening,Afternoon
8858,CMSC 99999,1,3,Afternoon,Evening,Morning
8859,CMSC 99999,4,8,Morning,Afternoon,Evening
8860,CMSC 99999,1,1,Morning,Afternoon,Evening
8861,CMSC 99999,1,4,Evening,Afternoon,Morning
8862,CMSC 99999,4,2,Evening,Afternoon,Morning
8863,CMSC 99999,4,7,Afternoon,Evening,Morning
8864,CMSC 99999,1,3,Evening,Morning,Afternoon
8865,CMSC 99999,1,2,Morning,Evening,Afternoon
8866,CMSC 99999,1,1,Afternoon,Morning,Evening
8867,CMSC 99999,2,1,Morning,Evening,Afternoon
8868,CMSC 99999,1,3,Evening,Afternoon,Morning
8869,CMSC 99999,2,6,Evening,Morning,Afternoon
8870,CMSC 99999,4,13,Afternoon,Morning,Evening
8871,CMSC 99999,2,2,Morning,Afternoon,Evening
8872,CMSC 99999,4,13,Morning,Afternoon,Evening
8873,CMSC 99999,1,2,Evening,Afternoon,Morning
8874,CMSC 99999,1,1,Afternoon,Morning,Evening
8875,CMSC 99999,1,1,Evening,Afternoon,Morning
8876,CMSC 99999,4,11,Evening,Morning,Afternoon
8877,CMSC 99999,4,6,Morning,Evening,Afternoon
8878,CMSC 99999,4,1,Evening,Afternoon,Morning
8879,CMSC 99999,2,10,Afternoon,Morning,Evening
8880,CMSC 99999,4,2,Morning,Afternoon,Evening
8881,CMSC 99999,4,6,Evening,Afternoon,Morning
8882,CMSC 99999,2,9,Afternoon,Morning,Evening
8883,CMSC 99999,1,4,Morning,Afternoon,Evening
8884,CMSC 99999,3,4,Morning,Afternoon,Evening
8885,CMSC 99999,4,12,Morning,Afternoon,Evening
8886,CMSC 99999,1,1,Morning,Afternoon,Evening
8887,CMSC 99999,1,2,Afternoon,Morning,Evening
8888,CMSC 99999,1,3,Afternoon,Evening,Morning
8889,CMSC 99999,2,10,Evening,Morning,Afternoon
8890,CMSC 99999,2,8,Afternoon,Evening,Morning
8891,CMSC 99999,2,1,Morning,Evening,Afternoon
8892,CMSC 99999,1,4,Afternoon,Evening,Morning
8893,CMSC 99999,1,2,Afternoon,Evening,Morning
8894,CMSC 99999,1,3,Afternoon,Morning,Evening
8895,CMSC 99999,1,4,Afternoon,Evening,Morning
8896,CMSC 99999,4,7,Afternoon,Morning,Evening
8897,CMSC 99999,3,12,Afternoon,Evening,Morning
8898,CMSC 99999,2,3,Evening,Morning,Afternoon
8899,CMSC 99999,1,1,Evening,Afternoon,Morning
8900,CMSC 99999,4,1,Afternoon,Morning,Evening
8901,CMSC 99999,2,5,Evening,Afternoon,Morning
8902,CMSC 99999,2,10,Evening,Morning,Afternoon
8903,CMSC 99999,3,10,Morning,Evening,Afternoon
8904,CMSC 99999,4,8,Evening,Afternoon,Morning
8905,CMSC 99999,2,8,Evening,Afternoon,Morning
8906,CMSC 99999,1,1,Afternoon,Morning,Evening
8907,CMSC 99999,1,2,Evening,Morning,Afternoon
8908,CMSC 99999,2,3,Morning,Evening,Afternoon
8909,CMSC 99999,1,1,Afternoon,Evening,Morning
8910,CMSC 99999,1,2,Morning,Afternoon,Evening
8911,CMSC 99999,4,4,Afternoon,Evening,Morning
8912,CMSC 99999,3,3,Morning,Evening,Afternoon
8913,CMSC 99999,1,2,Afternoon,Morning,Evening
8914,CMSC 99999,4,7,Afternoon,Evening,Morning
8915,CMSC 99999,2,4,Morning,Afternoon,Evening
8916,CMSC 99999,1,4,Evening,Morning,Afternoon
8917,CMSC 99999,4,8,Morning,Evening,Afternoon
8918,CMSC 99999,3,12,Evening,Morning,Afternoon
8919,CMSC 99999,1,2,Morning,Afternoon,Evening
8920,CMSC 99999,1,4,Evening,Morning,Afternoon
8921,CMSC 99999,3,9,Afternoon,Morning,Evening
8922,CMSC 99999,4,4,Afternoon,Evening,Morning
8923,CMSC 99999,2,3,Evening,Afternoon,Morning
8924,CMSC 99999,2,1,Evening,Afternoon,Morning
8925,CMSC 99999,2,8,Evening,Afternoon,Morning
8926,CMSC 99999,3,6,Evening,Morning,Afternoon
8927,CMSC 99999,3,1,Morning,Afternoon,Evening
8928,CMSC 99999,2,7,Morning,Evening,Afternoon
8929,CMSC 99999,2,1,Morning,Evening,Afternoon
8930,CMSC 99999,1,4,Morning,Afternoon,Evening
8931,CMSC 99999,3,11,Morning,Afternoon,Evening
8932,CMSC 99999,3,1,Morning,Afternoon,Evening
8933,CMSC 99999,3,8,Afternoon,Evening,Morning
8934,CMSC 99999,3,9,Afternoon,Morning,Evening
8935,CMSC 99999,2,5,Afternoon,Morning,Evening
8936,CMSC 99999,4,8,Evening,Afternoon,Morning
8937,CMSC 99999,3,6,Afternoon,Evening,Morning
8938,CMSC 99999,1,2,Afternoon,Evening,Morning
8939,CMSC 99999,3,8,Afternoon,Morning,Evening
8940,CMSC 99999,1,4,Morning,Afternoon,Evening
8941,CMSC 99999,4,8,Morning,Evening,Afternoon
8942,CMSC 99999,3,10,Afternoon,Morning,Evening
8943,CMSC 99999,1,1,Evening,Afternoon,Morning
8944,CMSC 99999,4,14,Evening,Afternoon,Morning
8945,CMSC 99999,2,7,Evening,Afternoon,Morning
8946,CMSC 99999,4,12,Evening,Morning,Afternoon
8947,CMSC 99999,2,5,Morning,Afternoon,Evening
8948,CMSC 99999,4,12,Evening,Morning,Afternoon
8949,CMSC 99999,4,12,Afternoon,Evening,Morning
8950,CMSC 99999,2,3,Morning,Afternoon,Evening
8951,CMSC 99999,2,6,Afternoon,Evening,Morning
8952,CMSC 99999,1,4,Evening,Morning,Afternoon
8953,CMSC 99999,4,10,Morning,Evening,Afternoon
8954,CMSC 99999,4,3,Evening,Morning,Afternoon
8955,CMSC 99999,4,12,Afternoon,Evening,Morning
8956,CMSC 99999,2,6,Afternoon,Morning,Evening
8957,CMSC 99999,2,5,Afternoon,Evening,Morning
8958,CMSC 99999,4,14,Evening,Afternoon,Morning
8959,CMSC 99999,1,1,Afternoon,Morning,Evening
8960,CMSC 99999,1,1,Evening,Morning,Afternoon
8961,CMSC 99999,4,7,Evening,Morning,Afternoon
8962,CMSC 99999,3,1,Afternoon,Evening,Morning
8963,CMSC 99999,1,1,Afternoon,Evening,Morning
8964,CMSC 99999,2,7,Afternoon,Evening,Morning
8965,CMSC 99999,1,3,Afternoon,Evening,Morning
8966,CMSC 99999,1,2,Afternoon,Morning,Evening
8967,CMSC 99999,4,10,Afternoon,Evening,Morning
8968,CMSC 99999,1,4,Afternoon,Evening,Morning
8969,CMSC 99999,3,7,Morning,Evening,Afternoon
8970,CMSC 99999,2,9,Evening,Morning,Afternoon
8971,CMSC 99999,1,2,Morning,Evening,Afternoon
8972,CMSC 99999,4,10,Morning,Evening,Afternoon
8973,CMSC 99999,3,1,Afternoon,Morning,Evening
8974,CMSC 99999,2,4,Afternoon,Evening,Morning
8975,CMSC 99999,2,8,Morning,Evening,Afternoon
8976,CMSC 99999,3,5,Morning,Afternoon,Evening
8977,CMSC 99999,1,3,Afternoon,Evening,Morning
8978,CMSC 99999,2,10,Evening,Morning,Afternoon
8979,CMSC 99999,4,9,Evening,Afternoon,Morning
8980,CMSC 99999,2,2,Evening,Afternoon,Morning
8981,CMSC 99999,3,6,Evening,Morning,Afternoon
8982,CMSC 99999,1,3,Morning,Evening,Afternoon
8983,CMSC 99999,3,5,Afternoon,Morning,Evening
8984,CMSC 99999,3,9,Morning,Evening,Afternoon
8985,CMSC 99999,1,4,Evening,Morning,Afternoon
8986,CMSC 99999,2,7,Morning,Evening,Afternoon
8987,CMSC 99999,2,9,Evening,Morning,Afternoon
8988,CMSC 99999,3,1,Morning,Afternoon,Evening
8989,CMSC 99999,4,4,Morning,Afternoon,Evening
8990,CMSC 99999,4,2,Evening,Morning,Afternoon
8991,CMSC 99999,2,6,Afternoon,Morning,Evening
8992,CMSC 99999,4,6,Afternoon,Evening,Morning
8993,CMSC 99999,3,3,Morning,Evening,Afternoon
8994,CMSC 99999,2,8,Afternoon,Evening,Morning
8995,CMSC 99999,2,6,Morning,Afternoon,Evening
8996,CMSC 99999,4,12,Evening,Afternoon,Morning
8997,CMSC 99999,3,1,Evening,Morning,Afternoon
8998,CMSC 99999,3,11,Afternoon,Evening,Morning
8999,CMSC 99999,3,3,Morning,Afternoon,Evening
9000,CMSC 99999,1,1,Evening,Afternoon,Morning
9001,CMSC 99999,4,9,Morning,Evening,Afternoon
9002,CMSC 99999,4,13,Evening,Afternoon,Morning
9003,CMSC 99999,4,8,Evening,Morning,Afternoon
9004,CMSC 99999,3,2,Morning,Evening,Afternoon
9005,CMSC 99999,1,1,Morning,Evening,Afternoon
9006,CMSC 99999,2,3,Evening,Morning,Afternoon
9007,CMSC 99999,4,12,Morning,Afternoon,Evening
9008,CMSC 99999,1,4,Evening,Afternoon,Morning
9009,CMSC 99999,1,1,Evening,Morning,Afternoon
9010,CMSC 99999,2,9,Evening,Morning,Afternoon
9011,CMSC 99999,3,11,Evening,Afternoon,Morning
9012,CMSC 99999,2,2,Afternoon,Morning,Evening
9013,CMSC 99999,3,7,Evening,Afternoon,Morning
9014,CMSC 99999,2,3,Evening,Morning,Afternoon
9015,CMSC 99999,3,6,Evening,Afternoon,Morning
9016,CMSC 99999,1,2,Evening,Morning,Afternoon
9017,CMSC 99999,1,1,Evening,Afternoon,Morning
9018,CMSC 99999,3,7,Morning,Evening,Afternoon
9019,CMSC 99999,4,6,Morning,Afternoon,Evening
9020,CMSC 99999,4,2,Afternoon,Evening,Morning
9021,CMSC 99999,3,6,Afternoon,Morning,Evening
9022,CMSC 99999,3,10,Morning,Evening,Afternoon
9023,CMSC 99999,2,5,Morning,Evening,Afternoon
9024,CMSC 99999,3,1,Evening,Morning,Afternoon
9025,CMSC 99999,2,6,Afternoon,Evening,Morning
9026,CMSC 99999,1,3,Evening,Afternoon,Morning
9027,CMSC 99999,3,1,Afternoon,Evening,Morning
9028,CMSC 99999,1,3,Morning,Evening,Afternoon
9029,CMSC 99999,1,3,Afternoon,Morning,Evening
9030,CMSC 99999,3,5,Morning,Evening,Afternoon
9031,CMSC 99999,4,14,Morning,Afternoon,Evening
9032,CMSC 99999,3,6,Evening,Morning,Afternoon
9033,CMSC 99999,4,9,Morning,Afternoon,Evening
9034,CMSC 99999,4,11,Morning,Evening,Afternoon
9035,CMSC 99999,2,1,Afternoon,Morning,Evening
9036,CMSC 99999,1,1,Afternoon,Morning,Evening
9037,CMSC 99999,3,5,Afternoon,Morning,Evening
9038,CMSC 99999,2,5,Afternoon,Evening,Morning
9039,CMSC 99999,3,8,Evening,Afternoon,Morning
9040,CMSC 99999,3,11,Morning,Evening,Afternoon
9041,CMSC 99999,3,8,Morning,Afternoon,Evening
9042,CMSC 99999,4,14,Evening,Afternoon,Morning
9043,CMSC 99999,2,9,Afternoon,Evening,Morning
9044,CMSC 99999,4,2,Evening,Afternoon,Morning
9045,CMSC 99999,4,2,Evening,Morning,Afternoon
9046,CMSC 99999,4,11,Evening,Morning,Afternoon
9047,CMSC 99999,3,11,Afternoon,Evening,Morning
9048,CMSC 99999,3,5,Evening,Morning,Afternoon
9049,CMSC 99999,1,4,Evening,Afternoon,Morning
9050,CMSC 99999,4,4,Afternoon,Evening,Morning
9051,CMSC 99999,4,3,Afternoon,Evening,Morning
9052,CMSC 99999,1,3,Afternoon,Morning,Evening
9053,CMSC 99999,4,5,Afternoon,Evening,Morning
9054,CMSC 99999,2,8,Afternoon,Evening,Morning
9055,CMSC 99999,2,5,Afternoon,Morning,Evening
9056,CMSC 99999,4,5,Evening,Morning,Afternoon
9057,CMSC 99999,1,4,Evening,Morning,Afternoon
9058,CMSC 99999,1,1,Morning,Afternoon,Evening
9059,CMSC 99999,2,8,Evening,Morning,Afternoon
9060,CMSC 99999,1,4,Evening,Morning,Afternoon
9061,CMSC 99999,3,6,Evening,Afternoon,Morning
9062,CMSC 99999,4,6,Afternoon,Evening,Morning
9063,CMSC 99999,2,10,Evening,Morning,Afternoon
9064,CMSC 99999,1,3,Morning,Evening,Afternoon
9065,CMSC 99999,4,10,Morning,Afternoon,Evening
9066,CMSC 99999,4,6,Morning,Evening,Afternoon
9067,CMSC 99999,2,3,Evening,Afternoon,Morning
9068,CMSC 99999,4,12,Morning,Afternoon,Evening
9069,CMSC 99999,3,1,Afternoon,Morning,Evening
9070,CMSC 99999,3,1,Morning,Evening,Afternoon
9071,CMSC 99999,1,1,Morning,Afternoon,Evening
9072,CMSC 99999,2,10,Evening,Morning,Afternoon
9073,CMSC 99999,4,7,Afternoon,Evening,Morning
9074,CMSC 99999,1,3,Evening,Morning,Afternoon
9075,CMSC 99999,1,4,Morning,Evening,Afternoon
9076,CMSC 99999,2,10,Evening,Morning,Afternoon
9077,CMSC 99999,4,3,Morning,Evening,Afternoon
9078,CMSC 99999,1,3,Evening,Morning,Afternoon
9079,CMSC 99999,1,1,Afternoon,Evening,Morning
9080,CMSC 99999,2,7,Afternoon,Evening,Morning
9081,CMSC 99999,3,1,Afternoon,Evening,Morning
9082,CMSC 99999,1,2,Morning,Afternoon,Evening
9083,CMSC 99999,2,1,Afternoon,Morning,Evening
9084,CMSC 99999,2,8,Evening,Morning,Afternoon
9085,CMSC 99999,3,6,Evening,Morning,Afternoon
9086,CMSC 99999,4,10,Evening,Afternoon,Morning
9087,CMSC 99999,2,7,Evening,Morning,Afternoon
9088,CMSC 99999,3,5,Evening,Afternoon,Morning
9089,CMSC 99999,1,2,Afternoon,Morning,Evening
9090,CMSC 99999,3,8,Afternoon,Morning,Evening
9091,CMSC 99999,3,1,Morning,Evening,Afternoon
9092,CMSC 99999,2,9,Afternoon,Evening,Morning
9093,CMSC 99999,4,10,Morning,Afternoon,Evening
9094,CMSC 99999,2,3,Morning,Afternoon,Evening
9095,CMSC 99999,2,10,Evening,Morning,Afternoon
9096,CMSC 99999,4,13,Morning,Afternoon,Evening
9097,CMSC 99999,4,1,Morning,Afternoon,Evening
9098,CMSC 99999,3,11,Afternoon,Evening,Morning
9099,CMSC 99999,4,7,Morning,Afternoon,Evening
9100,CMSC 99999,3,3,Afternoon,Evening,Morning
9101,CMSC 99999,3,2,Morning,Afternoon,Evening
9102,CMSC 99999,2,9,Morning,Afternoon,Evening
9103,CMSC 99999,4,3,Evening,Morning,Afternoon
9104,CMSC 99999,3,4,Morning,Evening,Afternoon
9105,CMSC 99999,4,9,Evening,Morning,Afternoon
9106,CMSC 99999,4,9,Afternoon,Morning,Evening
9107,CMSC 99999,3,9,Morning,Afternoon,Evening
9108,CMSC 99999,4,1,Evening,Morning,Afternoon
9109,CMSC 99999,2,4,Afternoon,Morning,Evening
9110,CMSC 99999,1,2,Afternoon,Evening,Morning
9111,CMSC 99999,3,5,Evening,Afternoon,Morning
9112,CMSC 99999,4,12,Evening,Afternoon,Morning
9113,CMSC 99999,4,3,Afternoon,Evening,Morning
9114,CMSC 99999,2,9,Evening,Afternoon,Morning
9115,CMSC 99999,1,4,Morning,Evening,Afternoon
9116,CMSC 99999,4,5,Afternoon,Evening,Morning
9117,CMSC 99999,2,5,Morning,Afternoon,Evening
9118,CMSC 99999,2,3,Afternoon,Morning,Evening
9119,CMSC 99999,2,9,Morning,Afternoon,Evening
9120,CMSC 99999,1,2,Morning,Afternoon,Evening
9121,CMSC 99999,2,6,Morning,Afternoon,Evening
9122,CMSC 99999,4,10,Evening,Afternoon,Morning
9123,CMSC 99999,4,9,Evening,Morning,Afternoon
9124,CMSC 99999,4,4,Evening,Afternoon,Morning
9125,CMSC 99999,2,9,Morning,Evening,Afternoon
9126,CMSC 99999,1,1,Morning,Evening,Afternoon
9127,CMSC 99999,3,2,Afternoon,Morning,Evening
9128,CMSC 99999,3,10,Evening,Morning,Afternoon
9129,CMSC 99999,2,6,Morning,Evening,Afternoon
9130,CMSC 99999,1,1,Afternoon,Morning,Evening
9131,CMSC 99999,2,8,Evening,Morning,Afternoon
9132,CMSC 99999,2,10,Afternoon,Morning,Evening
9133,CMSC 99999,4,6,Evening,Afternoon,Morning
9134,CMSC 99999,2,1,Morning,Afternoon,Evening
9135,CMSC 99999,2,9,Afternoon,Evening,Morning
9136,CMSC 99999,3,10,Morning,Afternoon,Evening
9137,CMSC 99999,2,10,Morning,Afternoon,Evening
9138,CMSC 99999,3,4,Afternoon,Morning,Evening
9139,CMSC 99999,1,1,Evening,Afternoon,Morning
9140,CMSC 99999,1,3,Afternoon,Evening,Morning
9141,CMSC 99999,4,9,Afternoon,Morning,Evening
9142,CMSC 99999,2,9,Afternoon,Morning,Evening
9143,CMSC 99999,3,2,Evening,Morning,Afternoon
9144,CMSC 99999,2,3,Evening,Morning,Afternoon
9145,CMSC 99999,4,6,Evening,Afternoon,Morning
9146,CMSC 99999,3,12,Afternoon,Evening,Morning
9147,CMSC 99999,4,7,Morning,Afternoon,Evening
9148,CMSC 99999,3,12,Evening,Afternoon,Morning
9149,CMSC 99999,3,6,Evening,Afternoon,Morning
9150,CMSC 99999,2,1,Morning,Evening,Afternoon
9151,CMSC 99999,1,1,Morning,Evening,Afternoon
9152,CMSC 99999,3,3,Afternoon,Morning,Evening
9153,CMSC 99999,3,8,Evening,Afternoon,Morning
9154,CMSC 99999,2,9,Morning,Evening,Afternoon
9155,CMSC 99999,1,2,Evening,Morning,Afternoon
9156,CMSC 99999,1,1,Afternoon,Evening,Morning
9157,CMSC 99999,4,6,Morning,Evening,Afternoon
9158,CMSC 99999,2,8,Afternoon,Morning,Evening
9159,CMSC 99999,3,7,Morning,Evening,Afternoon
9160,CMSC 99999,1,2,Afternoon,Morning,Evening
9161,CMSC 99999,1,3,Evening,Morning,Afternoon
9162,CMSC 99999,4,2,Evening,Morning,Afternoon
9163,CMSC 99999,1,4,Morning,Evening,Afternoon
9164,CMSC 99999,4,11,Afternoon,Morning,Evening
9165,CMSC 99999,2,7,Morning,Evening,Afternoon
9166,CMSC 99999,1,4,Afternoon,Morning,Evening
9167,CMSC 99999,1,2,Afternoon,Evening,Morning
9168,CMSC 99999,2,6,Evening,Morning,Afternoon
9169,CMSC 99999,3,1,Afternoon,Morning,Evening
9170,CMSC 99999,4,14,Morning,Evening,Afternoon
9171,CMSC 99999,4,7,Morning,Evening,Afternoon
9172,CMSC 99999,1,3,Afternoon,Evening,Morning
9173,CMSC 99999,1,3,Morning,Afternoon,Evening
9174,CMSC 99999,1,4,Afternoon,Evening,Morning
9175,CMSC 99999,3,2,Afternoon,Evening,Morning
9176,CMSC 99999,3,1,Morning,Afternoon,Evening
9177,CMSC 99999,1,3,Afternoon,Morning,Evening
9178,CMSC 99999,3,9,Morning,Afternoon,Evening
